AccusedId,Qid,year,latitude,longitude
A/EGD/991,Q727520,1627,55.86666667,-3.066666667
A/EGD/995,Q211950,1628,56.07138889,-3.461666667
A/EGD/996,Q652035,1628,55.06666667,-3.616666667
A/EGD/997,Q652035,1628,55.06666667,-3.616666667
A/EGD/998,Q652035,1628,55.06666667,-3.616666667
A/EGD/999,Q652035,1628,55.06666667,-3.616666667
A/JO/2536,Q1009902,1643,55.91,-2.89098
A/JO/2560,Q2020424,1649,56.048,-2.785
A/JO/2561,Q1012054,1649,56.058,-2.717
A/JO/2562,Q1012054,1649,56.058,-2.717
A/JO/2563,Q1009902,1649,55.91,-2.89098
A/JO/2568,Q2020424,1649,56.048,-2.785
A/JO/2570,Q5940145,1649,55.8544,-2.86735
A/JO/2571,Q5940145,1649,55.8544,-2.86735
A/JO/2572,Q5940145,1649,55.8544,-2.86735
A/JO/2573,Q5940145,1649,55.8544,-2.86735
A/JO/2574,Q5940145,1649,55.8544,-2.86735
